28252981	155	10	10	163	174	180	
28254013	202	12	10	162	221	171	
28255045	3	3	4	83	5	7	
28256077	11	162	10	117	11	174	
28257109	7	111	8	50	6	74	
28258141	3	3	4	3	4	39	
28259173	5	4	36	4	35	48	
28260205	10	10	189	11	196	164	
28261237	139	11	23	148	171	174	
28262269	215	12	10	182	240	189	
28263301	3	3	3	83	4	7	
28264333	10	149	11	108	10	159	
28265365	8	122	7	62	8	90	
28266397	3	3	4	3	4	25	
28267429	4	4	21	4	20	47	
28268461	9	11	202	10	199	167	
28269493	120	10	32	133	162	166	
28270525	233	14	12	202	255	215	
28271557	3	3	4	82	3	7	
28272589	9	131	9	93	9	145	
28273621	8	139	10	77	7	104	
28274653	3	3	3	2	3	12	
28275685	3	4	5	4	5	41	
28276717	10	12	206	11	207	186	
28277749	103	9	48	109	154	145	
28278781	237	16	11	201	255	216	
28279813	13	4	4	94	15	19	
28280845	9	120	9	79	9	130	
28281877	8	151	9	90	8	114	
28282909	2	2	3	2	3	4	
28283941	4	2	5	3	4	54	
28284973	9	12	191	10	195	191	
28286005	84	9	64	88	151	126	
28287037	240	16	12	205	255	213	
28288069	31	4	4	105	36	39	
28289101	7	107	8	82	7	116	
28290133	9	164	10	93	9	133	
28291165	3	3	3	4	3	3	
28292197	3	3	3	4	5	55	
28293229	9	9	181	10	180	172	
28294261	63	9	75	72	144	116	
28295293	237	15	13	201	255	218	
28296325	47	5	5	109	55	57	
28297357	7	93	6	78	7	104	
28298389	10	170	11	107	9	140	
28299421	3	3	3	3	3	3	
28300453	4	3	4	3	4	58	
28301485	8	9	159	10	163	153	
28302517	47	8	97	53	140	112	
28303549	240	15	13	207	255	213	
28304581	68	5	5	116	74	77	
28305613	6	78	6	79	7	90	
28306645	11	178	10	121	10	141	
28307677	2	17	4	4	3	16	
28308709	5	4	4	4	5	58	
28309741	8	9	141	10	146	141	
28310773	31	8	112	33	137	110	
28311805	239	16	13	205	255	220	
28312837	81	6	7	123	94	95	
28313869	6	68	7	79	6	79	
28314901	10	174	11	129	10	144	
28315933	3	28	5	6	4	26	
28316965	3	4	4	4	4	57	
28317997	8	8	128	8	129	119	
28319029	14	8	125	15	135	106	
28320061	236	16	14	223	255	245	
28321093	102	6	5	119	109	98	
28322125	5	56	5	76	5	64	
28323157	11	172	9	146	11	142	
28324189	5	39	6	6	3	42	
28325221	3	2	4	4	4	55	
28326253	6	7	112	8	114	103	
28327285	6	8	136	8	148	112	
28328317	238	16	14	237	255	252	
28329349	118	7	7	123	134	101	
28330381	4	39	5	67	5	49	
28331413	10	173	10	156	10	141	
28332445	5	55	5	7	5	54	
28333477	3	3	5	4	4	51	
28334509	7	6	105	7	102	89	
28335541	7	8	153	9	155	131	
28336573	216	15	13	227	242	242	
28337605	139	8	6	115	155	104	
28338637	3	26	4	71	4	31	
28339669	10	171	10	158	11	149	
28340701	5	67	6	9	5	68	
28341733	4	3	5	3	4	54	
28342765	6	6	88	6	87	74	
28343797	9	9	164	9	167	150	
28344829	200	13	11	209	223	220	
28345861	157	10	8	120	175	124	
28346893	4	13	4	82	4	18	
28347925	12	175	12	149	12	164	
28348957	6	82	6	21	6	65	
28349989	2	4	4	3	4	44	
28351021	6	6	73	6	70	63	
28352053	10	10	183	10	188	168	
28353085	178	13	10	191	200	204	
28354117	176	9	8	138	197	145	
28355149	3	3	3	84	4	7	
28356181	11	171	12	135	11	181	
28357213	7	96	7	34	6	67	
28358245	3	3	4	3	4	44	
28359277	5	5	53	5	57	57	
28360309	9	11	195	12	202	176	
28361341	166	12	10	168	176	184	
28362373	191	11	9	153	212	163	
28363405	3	3	3	87	4	7	
28364437	11	164	10	120	10	174	
28365469	6	106	7	46	7	68	
28366501	3	3	4	2	4	42	
28367533	4	4	42	4	39	46	
28368565	9	10	190	10	202	169	
28369597	147	11	21	152	172	175	
28370629	211	13	10	174	235	187	
28371661	3	3	3	83	4	7	
28372693	10	150	10	110	10	161	
28373725	8	121	7	60	5	84	
28374757	3	3	3	3	3	27	
28375789	3	4	22	5	23	47	
28376821	10	9	201	10	202	164	
28377853	124	11	33	134	163	170	
28378885	231	15	12	195	253	205	
28379917	2	2	4	87	4	8	
28380949	9	135	8	97	10	147	
28381981	9	137	9	73	8	96	
28383013	2	3	4	3	4	15	
28385077	10	11	201	11	204	185	
28386109	102	10	45	113	152	148	
28387141	237	14	12	203	255	217	
28388173	9	3	3	91	11	15	
28389205	8	127	9	80	7	131	
28390237	8	149	8	88	8	109	
28391269	3	3	4	3	3	4	
28392301	4	3	3	3	4	55	
28393333	9	10	198	10	197	194	
28394365	87	9	61	94	149	131	
28395397	238	14	12	201	255	213	
28396429	27	3	5	101	30	33	
28397461	8	110	9	81	8	119	
28398493	9	166	9	92	8	125	
28399525	3	4	4	3	3	3	
28400557	4	3	5	4	4	56	
28401589	9	11	184	10	180	179	
28402621	69	9	73	75	149	115	
28403653	243	14	13	196	255	212	
28404685	44	5	5	108	52	47	
28405717	7	96	7	78	8	103	
28406749	11	174	10	104	10	136	
28407781	3	2	4	4	3	4	
28408813	4	3	4	4	4	56	
28409845	10	9	164	10	167	162	
28410877	54	8	94	58	144	113	
28411909	239	14	13	204	255	219	
28412941	63	6	6	113	67	72	
28413973	6	86	7	79	7	94	
28415005	10	177	12	120	9	139	
28416037	3	12	3	3	4	13	
28417069	3	2	5	4	4	54	
28418101	8	8	152	8	149	142	
28419133	35	8	106	37	137	113	
28420165	236	15	13	202	255	213	
28421197	77	5	6	122	92	88	
28422229	6	70	6	80	6	81	
28423261	9	171	11	128	10	144	
28424293	3	25	3	3	3	24	
28425325	3	3	4	4	4	58	
28426357	8	8	133	7	133	127	
28427389	17	7	123	18	136	107	
28428421	243	16	13	220	255	231	
28429453	101	5	6	119	108	100	
28430485	5	56	5	79	6	66	
28431517	10	178	10	141	10	144	
28432549	5	35	6	6	4	38	
28433581	4	4	5	4	5	55	
28434613	8	8	117	8	113	108	
28435645	7	6	134	7	138	110	
28436677	242	15	14	232	255	255	
28437709	118	8	7	121	132	101	
28438741	5	43	5	69	5	50	
28439773	9	174	11	153	9	143	
28440805	5	51	4	6	3	52	
28441837	3	3	3	4	4	52	
28442869	6	7	107	7	105	96	
28443901	6	8	152	9	154	126	
28444933	221	15	13	228	246	247	
28445965	139	8	6	110	147	106	
28446997	4	30	4	64	5	37	
28448029	11	175	11	160	10	148	
28449061	6	64	6	6	5	65	
28450093	3	3	5	3	4	52	
28451125	5	6	91	6	94	80	
28452157	9	9	161	8	161	145	
28453189	202	13	14	215	221	227	
28454221	151	8	8	116	167	123	
28455253	3	19	4	78	5	22	
28456285	11	173	13	155	12	164	
28457317	5	75	7	19	5	68	
28458349	4	4	6	4	4	47	
28459381	6	4	76	5	75	61	
28460413	8	9	180	10	177	161	
28461445	188	13	12	194	203	201	
28462477	177	10	8	132	186	145	
28463509	3	5	3	84	4	10	
28464541	12	173	11	134	11	175	
28465573	6	93	7	31	5	68	
28466605	3	3	4	3	4	48	
28467637	4	5	63	5	62	51	
28468669	8	12	191	11	195	174	
28469701	167	12	10	173	184	188	
28470733	191	11	9	154	212	166	
28471765	2	3	4	85	4	7	
28472797	10	171	12	122	10	179	
28473829	6	106	6	42	5	70	
28474861	4	4	4	4	5	43	
28475893	4	4	43	5	45	46	
28476925	8	10	196	10	195	174	
28477957	148	11	17	150	171	180	
28478989	205	13	12	171	232	182	
28480021	3	2	4	86	4	8	
28481053	10	157	11	112	8	162	
28482085	7	119	8	59	7	80	
28483117	4	2	4	3	4	31	
28484149	3	5	26	4	27	49	
28485181	10	10	201	12	201	161	
28486213	129	11	33	138	172	172	
28487245	232	14	11	190	250	210	
28488277	3	3	4	83	4	7	
28489309	10	144	11	97	8	148	
28490341	9	133	8	70	8	93	
28491373	3	2	4	3	4	15	
28492405	4	3	11	4	10	44	
28493437	10	11	208	12	205	180	
28494469	114	11	42	116	157	156	
28495501	236	14	13	200	255	211	
28496533	4	3	3	85	6	10	
28497565	9	130	9	82	7	138	
28498597	8	146	9	82	8	111	
28499629	2	3	4	3	2	4	
28500661	3	3	5	3	4	49	
28501693	10	10	204	12	202	195	
28502725	91	9	57	97	151	132	
28503757	236	16	12	199	255	208	
28504789	21	3	4	101	25	27	
28505821	8	114	8	78	8	121	
28506853	8	161	9	92	7	122	
28516141	2	3	3	2	4	3	
28518205	9	9	168	10	173	166	
28520269	238	16	12	200	255	216	
28521301	58	5	5	112	64	62	
28522333	7	88	7	81	8	97	
28523365	10	172	11	113	9	137	
28524397	3	10	4	2	3	10	
28525429	3	4	4	5	4	58	
28526461	8	11	154	10	149	151	
28527493	37	8	106	41	140	110	
28528525	239	15	13	199	255	217	
28529557	75	5	6	120	83	88	
28530589	5	74	6	79	6	81	
28531621	10	172	10	122	9	143	
28532653	4	21	4	3	4	22	
28533685	5	3	3	3	5	54	
28534717	8	9	137	10	136	126	
28535749	20	8	118	24	134	109	
28536781	240	16	13	215	255	226	
28537813	93	5	6	118	103	100	
28538845	6	60	5	80	6	70	
28539877	11	177	10	140	9	142	
28540909	4	34	5	6	4	32	
28541941	4	4	4	4	4	56	
28542973	8	7	117	8	123	111	
28544005	6	7	132	7	134	105	
28545037	237	17	14	232	255	250	
28546069	115	7	7	122	123	100	
28547101	4	48	5	70	6	54	
28548133	11	181	11	157	11	141	
28549165	5	49	5	6	5	47	
28550197	4	3	4	3	3	52	
28551229	7	7	107	8	111	97	
28552261	6	8	152	8	148	124	
28553293	222	15	13	232	251	255	
28554325	130	9	7	119	146	103	
28555357	4	33	4	60	5	41	
28556389	9	174	11	167	11	146	
28557421	4	60	6	5	5	63	
28558453	4	4	4	3	4	52	
28559485	6	6	98	7	100	83	
28560517	8	8	156	9	159	139	
28561549	207	14	13	216	233	231	
28562581	149	8	8	114	165	111	
28563613	3	22	4	76	4	27	
28564645	10	179	11	155	11	159	
28565677	5	77	6	15	4	65	
28566709	4	3	3	3	3	51	
28567741	7	5	78	7	83	64	
28568773	7	8	177	9	175	156	
28569805	188	13	12	197	211	214	
28570837	170	10	8	129	183	137	
28571869	3	8	4	84	4	12	
28572901	11	179	12	141	10	171	
28573933	5	90	6	28	6	65	
28574965	3	3	4	4	4	44	
28575997	6	4	64	5	68	58	
28577029	8	9	189	10	189	175	
28578061	175	13	11	174	187	191	
28579093	184	11	8	152	206	157	
28580125	2	4	4	86	4	7	
28581157	10	174	11	124	11	181	
28582189	5	100	7	41	5	68	
28583221	4	2	4	2	4	45	
28584253	4	4	48	5	48	50	
28585285	9	12	196	11	200	176	
28586317	151	10	14	157	174	179	
28587349	204	13	11	165	226	180	
28588381	3	2	3	85	4	7	
28589413	10	156	11	116	10	167	
28590445	7	113	8	55	7	75	
28591477	3	4	3	3	3	34	
28592509	4	4	31	4	29	49	
28593541	9	10	201	11	198	161	
28594573	135	10	30	143	169	178	
28595605	227	14	12	183	246	199	
28596637	3	3	3	84	4	6	
28597669	10	147	9	101	9	153	
28598701	7	128	9	68	6	91	
28599733	3	3	3	3	3	21	
28600765	3	4	16	3	16	48	
28601797	9	10	202	11	208	176	
28602829	116	10	35	123	161	157	
28603861	237	13	12	201	255	215	
28604893	2	2	3	82	4	7	
28605925	9	132	9	87	8	141	
28606957	9	144	8	82	8	102	
28607989	3	2	4	3	3	7	
28609021	4	3	4	4	3	44	
28610053	10	11	204	11	208	190	
28611085	97	9	52	103	151	139	
28612117	237	14	12	200	255	215	
28613149	18	4	3	100	20	24	
28614181	9	119	9	80	8	126	
28615213	9	156	8	91	8	120	
28616245	3	2	2	2	4	3	
28617277	3	4	4	3	4	55	
28618309	9	12	192	11	192	187	
28619341	77	8	68	84	152	118	
28620373	235	14	13	202	255	217	
28621405	36	4	4	102	40	45	
28622437	7	104	8	78	7	109	
28623469	11	168	10	99	9	136	
28624501	2	2	4	2	3	2	
28625533	4	3	5	3	5	56	
28626565	9	10	173	10	169	165	
28627597	59	8	80	64	149	116	
28628629	235	15	12	204	255	217	
28629661	54	5	5	110	61	63	
28630693	7	89	7	81	7	98	
28631725	12	176	10	112	10	140	
28632757	3	7	3	3	3	8	
28633789	4	4	4	4	4	56	
28634821	9	10	155	10	153	148	
28635853	42	8	99	44	142	108	
28636885	239	16	13	201	255	220	
28637917	73	5	6	118	81	82	
28638949	6	77	7	77	6	86	
28639981	11	174	11	122	10	140	
28641013	3	20	5	4	4	20	
28642045	4	3	5	3	4	55	
28643077	8	10	141	9	140	134	
28644109	26	7	113	26	138	106	
28645141	235	17	12	208	255	226	
28646173	90	5	7	122	101	101	
28647205	5	64	7	80	5	71	
28648237	10	178	12	130	10	146	
28649269	3	31	6	5	3	30	
28650301	4	3	4	4	4	57	
28651333	7	8	124	7	127	117	
28652365	9	7	129	10	134	106	
28653397	239	17	14	226	255	244	
28654429	105	6	7	122	119	99	
28655461	5	53	6	76	6	56	
28656493	11	174	11	151	10	143	
28657525	5	45	5	5	4	44	
28658557	3	4	4	3	4	52	
28659589	6	8	111	7	108	96	
28660621	6	8	146	8	150	122	
28661653	234	15	13	231	253	251	
28662685	126	7	7	116	139	99	
28663717	3	37	5	62	4	46	
28664749	10	175	10	159	11	144	
28665781	5	56	6	7	4	58	
28666813	3	3	4	3	5	53	
28667845	7	6	100	8	101	87	
28668877	7	8	151	8	152	136	
28669909	215	15	13	222	231	235	
28670941	143	9	7	111	161	107	
28671973	4	23	5	73	5	28	
28673005	11	173	12	156	10	155	
28674037	6	72	6	12	4	67	
28675069	4	3	4	2	5	51	
28676101	5	6	83	6	87	71	
28677133	8	8	170	10	172	152	
28678165	193	11	12	206	212	214	
28679197	160	9	8	122	182	136	
28680229	3	10	4	84	4	15	
28681261	11	175	11	139	11	171	
28682293	5	82	7	26	4	70	
28683325	4	3	4	3	3	45	
28684357	4	5	67	6	65	61	
28685389	9	10	189	9	190	171	
28686421	176	12	10	184	193	194	
28687453	184	10	10	144	200	155	
28688485	2	3	2	85	4	7	
28689517	11	176	11	133	11	185	
28690549	4	100	7	38	6	69	
28691581	2	3	4	2	4	44	
28692613	3	4	50	4	51	51	
28693645	10	9	197	10	193	178	
28694677	155	11	11	165	177	181	
28695709	201	12	10	166	216	175	
28696741	3	2	4	83	4	7	
28697773	10	160	11	115	10	172	
28698805	7	111	6	49	7	74	
28699837	3	4	4	3	4	38	
28700869	4	4	34	4	35	47	
28701901	8	10	198	10	200	167	
28702933	141	10	25	144	174	169	
28703965	221	13	11	180	239	191	
28704997	3	2	3	81	4	8	
28706029	8	151	10	106	10	158	
28707061	7	125	9	64	7	86	
28708093	3	3	3	4	4	24	
28709125	3	3	20	4	20	47	
28710157	9	10	204	11	203	171	
28711189	124	10	34	130	163	165	
28712221	233	14	11	203	255	214	
28713253	2	2	4	84	3	8	
28714285	9	135	8	90	8	137	
28715317	8	136	7	80	7	105	
28716349	3	3	3	3	4	10	
28717381	3	3	4	4	4	43	
28718413	8	11	204	12	201	183	
28719445	102	9	47	113	155	141	
28720477	235	13	12	197	255	215	
28721509	14	2	5	97	19	21	
28722541	8	118	8	81	7	130	
28723573	10	154	9	92	8	118	
28724605	3	3	4	3	3	3	
28725637	4	3	4	3	4	57	
28726669	9	11	190	11	198	188	
